doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.3389/feduc.2021.657895,The Impact of Coding Apps to Support Young Children in Computational Thinking and Computational Fluency. A Literature Review,2021,Frontiers in Education,core,0.9083333333333334,3,False,134.0,134.0,131.0,11.25,337.0,Computational thinking; Fluency; Coding (social sciences); Curriculum; Computer science,The Impact of Coding Apps to Support Young Children in Computational Thinking and Computational Fluency. A Literature Review
10.1007/s10956-019-09799-3,A Scoping Review of Empirical Research on Recent Computational Thinking Assessments,2019,Journal of Science Education and Technology,core,1.0,3,False,132.0,132.0,133.0,1.75,313.0,Computational thinking; Curriculum; Globe; Computer science; Psychological intervention,A Scoping Review of Empirical Research on Recent Computational Thinking Assessments
10.1080/15391523.2016.1146563,Robotic construction kits as computational manipulatives for learning in the STEM disciplines,2016,Journal of Research on Technology in Education,broad,0.6333333333333333,3,False,132.0,132.0,118.0,3.2,305.0,Computational thinking; Artificial intelligence; Computer science; Robotics; Constructionism,Robotic construction kits as computational manipulatives for learning in the STEM disciplines
10.1016/j.compedu.2021.104425,A cognitive definition of computational thinking in primary education,2022,Computers and Education,broad,0.6333333333333333,3,False,131.0,131.0,120.0,29.250000000000018,437.0,Curriculum; Cognition; Mathematics education; Computational thinking; Test (biology),A cognitive definition of computational thinking in primary education
10.1016/j.ijcci.2018.06.004,Can computational talent be detected? Predictive validity of the Computational Thinking Test,2018,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,False,129.0,129.0,109.0,21.3,446.0,Computational thinking; Test (biology); JavaScript; Coding (social sciences); Computer science,Can computational talent be detected? Predictive validity of the Computational Thinking Test
10.1177/0022487117732317,"Preparing Teachers to Engage Rural Students in Computational Thinking Through Robotics, Game Design, and Culturally Responsive Teaching",2018,Journal of Teacher Education,broad,0.7250000000000001,3,False,128.0,128.0,122.0,8.0,548.0,Robotics; Computational thinking; Context (archaeology); Educational robotics; Mathematics education,"Preparing Teachers to Engage Rural Students in Computational Thinking Through Robotics, Game Design, and Culturally Responsive Teaching"
10.1177/0735633120972356,The Computational Thinking Scale for Computer Literacy Education,2021,Journal of Educational Computing Research,core,1.0,3,False,126.0,126.0,114.0,3.0,370.0,Computational thinking; Mathematics education; Scale (ratio); Computer science; Computer literacy,The Computational Thinking Scale for Computer Literacy Education
10.1007/978-981-13-6528-7,Computational Thinking Education,2019,,broad,0.7250000000000001,3,False,126.0,126.0,115.0,19.95,813.0,Computational thinking; Abstraction; Process (computing); Natural (archaeology); Computer science,Computational Thinking Education
10.1145/2839509.2844564,Factors influencing computer science learning in middle school,2016,,core,1.0,3,False,126.0,126.0,77.0,,183.0,Curriculum; Mathematics education; Computational thinking; Computer science; Empirical research,Factors influencing computer science learning in middle school
10.1016/j.caeo.2023.100122,A systematic review of integrating computational thinking in early childhood education,2023,Computers and Education Open,core,1.0,3,False,125.0,125.0,136.0,60.400000000000006,542.0,Computational thinking; Early childhood education; Cognition; Early childhood; Critical thinking,A systematic review of integrating computational thinking in early childhood education
10.1007/s40692-023-00304-9,Artificial intelligence (AI) learning tools in K-12 education: A scoping review,2025,Journal of Computers in Education,broad,0.6333333333333333,3,False,124.0,124.0,157.0,29.8,735.0,Computer science; Artificial intelligence; Literacy; Learning sciences; Mathematics education,Artificial intelligence (AI) learning tools in K-12 education: A scoping review
10.1145/6592.214913,The challenges of teaching computer programming,1986,Communications of the ACM,broad,0.7000000000000001,1,False,121.0,121.0,60.0,,94.0,Computer science; Programmer; Programming language; Syllabus; Procedural programming,The challenges of teaching computer programming
10.1186/s40594-023-00396-w,Integration of computational thinking in K-12 mathematics education: a systematic review on CT-based mathematics instruction and student learning,2023,International Journal of STEM Education,broad,0.5416666666666667,3,False,119.0,119.0,108.0,4.35,545.0,Mathematics education; Construct (python library); Connected Mathematics; Computational thinking; Reform mathematics,Integration of computational thinking in K-12 mathematics education: a systematic review on CT-based mathematics instruction and student lea
10.1016/j.chb.2020.106575,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,2021,Computers in Human Behavior,broad,0.7583333333333333,2,False,119.0,119.0,110.0,8.0,426.0,Personalization; Educational game; Mathematics education; Computer science; Adaptive learning,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking
10.1145/2818314.2818315,"Relationships: Computational thinking, Pedagogy of programming, And bloom's taxonomy",2015,ACM International Conference Proceeding Series,core,1.0,3,False,118.0,118.0,97.0,20.5,380.0,Computational thinking; Computer science; Taxonomy (biology); Cognition; Mathematics education,"Relationships: Computational thinking, Pedagogy of programming, And bloom's taxonomy"
10.1016/j.ijcci.2014.06.003,CTArcade: Computational thinking with games in school age children,2014,International Journal of Child-Computer Interaction,core,1.0,3,False,118.0,118.0,114.0,1.0,559.0,Computational thinking; Computer science; Mathematics education; Process (computing); Game mechanics,CTArcade: Computational thinking with games in school age children
10.1016/j.compedu.2022.104457,Programming attitudes predict computational thinking: Analysis of differences in gender and programming experience,2022,Computers and Education,core,0.8166666666666667,3,False,117.0,117.0,119.0,0.75,203.0,Programming paradigm; Computer science; Computer programming; Inductive programming; Mathematics education,Programming attitudes predict computational thinking: Analysis of differences in gender and programming experience
10.1109/access.2020.2977679,Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking,2020,IEEE Access,core,0.8166666666666667,3,False,117.0,117.0,113.0,,381.0,Computer science; Creativity; Computational thinking; Logical reasoning; Mathematics education,Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking
10.1145/3017680.3017779,Assessing computational thinking in CS unplugged activities,2017,PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'17),broad,0.6666666666666667,2,False,117.0,117.0,68.0,3.0,260.0,Computational thinking; Computer science; Taxonomy (biology); Curriculum; Component (thermodynamics),Assessing computational thinking in CS unplugged activities
10.1007/s10639-021-10700-2,A systematic literature review regarding computational thinking and programming in early childhood education,2022,Education and Information Technologies,core,1.0,3,False,114.0,114.0,115.0,4.2,282.0,Computational thinking; Scopus; Scope (computer science); Early childhood education; Computer science,A systematic literature review regarding computational thinking and programming in early childhood education
10.1177/0735633120965919,From Gaming to Computational Thinking: An Adaptive Educational Computer Game-Based Learning Approach,2021,Journal of Educational Computing Research,core,0.8500000000000001,2,False,114.0,114.0,125.0,,359.0,Computational thinking; Computer science; Mathematics education; Educational technology; Educational game,From Gaming to Computational Thinking: An Adaptive Educational Computer Game-Based Learning Approach
10.1145/1822090.1822154,Using Scalable Game Design to teach computer science from middle school to graduate school,2010,,broad,0.6333333333333333,3,False,113.0,113.0,68.0,3.0,140.0,Computer science; Scalability; Mathematics education; Multimedia; Psychology,Using Scalable Game Design to teach computer science from middle school to graduate school
10.1145/3626252.3630909,Prompt Problems: A New Programming Exercise for the Generative AI Era,2024,"PROCEEDINGS OF THE 55TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION, SIGCSE 2024, VOL. 1",core,0.8500000000000001,2,False,112.0,112.0,154.0,5.0,160.0,Generative grammar; Computer science; Artificial intelligence; Programming language,Prompt Problems: A New Programming Exercise for the Generative AI Era
