policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.4119710,Mutual learning exercise on national policies for artificial intelligence in science,2025,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4119710,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4119632,Employment and social situation in Canada,2019,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4119632,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4119153,NESET II,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4119153,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4119057,Digital skills in the 21st century,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4119057,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4118478,Practical guidelines on open education for academics,2019,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4118478,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4118322,The role of eGovernment and interoperability in the European Semester process,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4118322,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4118270,Innovating professional development in higher education,2019,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4118270,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4118269,Innovating professional development in higher education,2019,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4118269,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4117593,Going open,2017,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4117593,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4116604,Study on skills related to key enabling technologies (KETs),2015,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4116604,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4116270,Employment and skills aspects of the digital single market strategy,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4116270,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4115765,Research evidence on the use of learning analytics,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4115765,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4115374,Mapping participatory sensing and community-led environmental monitoring initiatives,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4115374,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4115329,Digital education policies in Europe and beyond,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4115329,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4114233,Developing computational thinking in compulsory education,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4114233,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4114194,Policy approaches to Open Education,2018,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4114194,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4113889,Horizon report Europe,2014,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4113889,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4112693,DIGCOMP,2013,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4112693,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4111420,Blockchain in education,2017,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4111420,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4110954,Skills for Key Enabling Technologies in Europe,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4110954,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4110269,European framework for the digital competence of educators,2017,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4110269,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4105457,Upgrading the ICT questionnaire items in PISA 2021,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4105457,http://www.oecd.org/,Computational Thinking,policy_document
policy.4105085,Digital strategies in education across OECD countries,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4105085,http://www.oecd.org/,Computational Thinking,policy_document
policy.4105055,The role of labour market information in guiding educational and occupational choices,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4105055,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104915,"Local entrepreneurship ecosystems and emerging industries: Case study of Cambridgeshire and Peterborough, United Kingdom",2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104915,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104681,Making digital transformation work for all in Chile,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104681,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104642,Promoting inclusive education for diverse societies,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104642,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104570,When practice meets policy in mathematics education,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104570,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104547,Boosting productivity in New Zealand by unleashing digitalisation,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104547,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104477,The state of the field of computational thinking in early childhood education,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104477,http://www.oecd.org/,Computational Thinking,policy_document
policy.4104465,Policy responses to false and misleading digital content,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4104465,http://www.oecd.org/,Computational Thinking,policy_document
