ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.1002/sce.21771,Exploring middle school students' interests in computationally intensive science careers: The CISCI instrument validation and intervention,2023,Science Education,Article,False,closed,7.0,8.0,7.0,5.0,1.0,1.0,1.0,1.0,,39.0,1.0,Test (biology); Set (abstract data type); Psychology; Intervention (counseling); Mathematics education,7.0,1.0,39.0,False,exact|context
broad,10.1002/sce.21788,"A comparison of elementary teachers' verbal supports for students in inclusive and general classroom contexts during an NGSS-aligned science, engineering, and computer science unit",2023,Science Education,Article,True,hybrid,6.0,5.0,4.0,1.0,0.25,1.0,1.0,1.0,,53.0,2.0,Next Generation Science Standards; Mathematics education; Class (philosophy); Science education; Unit (ring theory),6.0,0.25,53.0,True,exact|context
broad,10.1002/sce.21850,Why are some students “not into” computational thinking activities embedded within high school science units? Key takeaways from a microethnographic discourse analysis study,2024,Science Education,Article,True,hybrid,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,,52.0,2.0,Computational thinking; Science education; Curriculum; Mathematics education; Salient,2.0,0.25,52.0,True,exact|context|concepts
broad,10.1002/sce.21890,Right but wrong: How students' mechanistic reasoning and conceptual understandings shift when designing agent-based models using data,2025,Science Education,Article,True,bronze,3.0,5.0,2.0,,1.85,2.0,2.0,2.0,,20.0,2.0,Phenomenon; Scientific modelling; Computer science; Class (philosophy); Science education,3.0,1.85,20.0,True,concepts
broad,10.1002/sres.3201,Embracing the Complexity of Integrating Computational Thinking in Education Using Rich Pictures,2025,Systems Research and Behavioral Science,Article,True,hybrid,0.0,0.0,0.0,0.0,,,,,,3.0,0.0,,0.0,0.0,3.0,True,exact|context
broad,10.1002/tea.21401,A metasynthesis of the complementarity of culturally responsive and inquiry-based science education in K-12 settings: Implications for advancing equitable science teaching and learning,2017,Journal of Research in Science Teaching,Article,True,bronze,123.0,140.0,106.0,74.0,1.85,3.0,3.0,3.0,,431.0,36.0,Complementarity (molecular biology); Science education; Argument (complex analysis); Scope (computer science); Traditional knowledge,123.0,1.85,431.0,True,exact||concepts
broad,10.1002/tea.21545,Learning natural selection through computational thinking: Unplugged design of algorithmic explanations,2019,Journal of Research in Science Teaching,Article,False,closed,61.0,74.0,66.0,54.0,7.399999999999999,11.0,10.0,10.0,,206.0,23.0,Natural selection; Selection (genetic algorithm); Natural (archaeology); Mathematics education; Science education,61.0,7.399999999999999,206.0,False,exact|context
broad,10.1002/tea.21674,Impact of computer modeling on learning and teaching systems thinking,2021,JOURNAL OF RESEARCH IN SCIENCE TEACHING,Article,False,closed,42.0,47.0,,32.0,4.35,8.0,7.0,7.0,,71.0,12.0,Curriculum; Mathematics education; Computer science; Class (philosophy); Teaching method,42.0,4.35,71.0,False,exact|context|concepts
broad,10.1002/tea.21716,Development and validation of an observation-based protocol to measure the eight scientific practices of the next generation science standards in K-12 science classrooms,2021,Journal of Research in Science Teaching,Article,False,closed,36.0,38.0,33.0,28.0,5.199999999999999,11.0,8.0,8.0,,102.0,8.0,Next Generation Science Standards; Operationalization; Science education; Mathematics education; Psychology,36.0,5.199999999999999,102.0,False,exact
broad,10.1002/tea.21738,Building a computational model of food webs: Impacts on middle school students' computational and systems thinking skills,2022,Journal of Research in Science Teaching,Article,False,closed,33.0,34.0,29.0,28.0,3.25,7.0,6.0,6.0,,88.0,4.0,Computational thinking; Formative assessment; Structural equation modeling; Mathematics education; Perception,33.0,3.25,88.0,False,exact|context|concepts
broad,10.1002/tea.21751,"Elementary teachers' verbal supports of science and engineering practices in an NGSS-aligned science, engineering, and computational thinking unit",2022,Journal of Research in Science Teaching,Article,True,hybrid,18.0,17.0,17.0,13.0,4.25,7.0,6.0,6.0,,99.0,6.0,Next Generation Science Standards; Computational thinking; Science education; Mathematics education; Curriculum,18.0,4.25,99.0,True,exact|context|concepts
broad,10.1002/tea.21755,Computational thinking for using models of water flow in environmental systems: Intertwining three dimensions in a learning progression,2022,Journal of Research in Science Teaching,Article,False,closed,13.0,11.0,13.0,10.0,5.6,12.0,9.0,9.0,,72.0,7.0,Discipline; Computational thinking; Computer science; Curriculum; Situated,13.0,5.6,72.0,False,exact|context|concepts
broad,10.1002/tea.21834,High school biology teachers’ integration of computational thinking into data practices to support student investigations,2023,Journal of Research in Science Teaching,Article,True,hybrid,14.0,12.0,15.0,15.0,7.799999999999999,12.0,11.0,11.0,,93.0,2.0,Computational thinking; Curriculum; Visualization; Abstraction; Computer science,14.0,7.799999999999999,93.0,True,exact|context|concepts
broad,10.1002/tea.21883,"Context matters: Secondary science teachers' integration of process-based, unplugged computational thinking into science curriculum",2024,Journal of Research in Science Teaching,Article,True,hybrid,16.0,12.0,11.0,10.0,0.75,2.0,2.0,2.0,,96.0,6.0,Affordance; Context (archaeology); Curriculum; Science education; Computational thinking,16.0,0.75,96.0,True,exact|context|concepts
broad,10.1002/tea.21888,Designing a framework for teachers' integration of computational thinking into elementary science,2024,Journal of Research in Science Teaching,Article,True,hybrid,19.0,17.0,15.0,10.0,6.15,14.0,9.0,9.0,,118.0,4.0,Affordance; Operationalization; Science education; Mathematics education; Teacher education,19.0,6.15,118.0,True,exact
broad,10.1002/tea.21899,How do thinking styles and STEM attitudes have effects on computational thinking? A structural equation modeling analysis,2024,Journal of Research in Science Teaching,Article,False,closed,33.0,28.0,29.0,25.0,2.95,5.0,5.0,5.0,,89.0,6.0,Structural equation modeling; Conceptualization; Computational thinking; Context (archaeology); Critical thinking,33.0,2.95,89.0,False,exact|context|concepts
broad,10.1002/tea.21907,Computational Thinking for Science: Positioning coding as a tool for doing science,2024,Journal of Research in Science Teaching,Article,True,hybrid,9.0,10.0,9.0,7.0,2.6,5.0,4.0,4.0,,120.0,3.0,Computational thinking; Cognitive reframing; Science education; Coding (social sciences); Computer science,9.0,2.6,120.0,True,exact|context|concepts
broad,10.1002/tea.21918,"“So, we kind of started from scratch, no pun intended”: What can students learn from designing games?",2024,Journal of Research in Science Teaching,Article,True,hybrid,12.0,10.0,8.0,6.0,1.75,3.0,3.0,3.0,,67.0,6.0,Game design; Context (archaeology); Game Developer; Mathematics education; Game art design,12.0,1.75,67.0,True,exact|context
broad,10.1002/tea.21998,Secondary science teachers' conceptualizations and modifications to support equitable participation in a co-designed computational thinking lesson,2025,Journal of Research in Science Teaching,Article,True,hybrid,1.0,0.0,0.0,0.0,,,,,,12.0,0.0,Mathematics education; Science education; Pedagogy; Lesson study; Secondary education,1.0,0.0,12.0,True,exact
broad,10.1002/tea.21999,Justice-centered STEM education with multilingual learners to address societal challenges: A conceptual framework,2025,JOURNAL OF RESEARCH IN SCIENCE TEACHING,Article,True,bronze,3.0,3.0,,2.0,,,,,,20.0,1.0,Social justice; Science education; Economic Justice; Mathematics education; Pedagogy,3.0,0.0,20.0,True,exact|context
broad,10.1002/tea.22026,Learning Computational Thinking Through Unplugged Algorithmic Explanations of Natural Selection,2025,Journal of Research in Science Teaching,Article,False,closed,1.0,2.0,1.0,1.0,,,,,,8.0,1.0,Selection (genetic algorithm); Context (archaeology); Mathematics education; Computational thinking; Unit (ring theory),1.0,0.0,8.0,False,exact|context|concepts
broad,10.1002/tea.70013,"STEM Education With a Focus on Equity and Justice: Traditional Approaches, Contemporary Approaches, and Proposed Future Approach",2025,JOURNAL OF RESEARCH IN SCIENCE TEACHING,Article,False,closed,4.0,4.0,,4.0,,,,,,11.0,0.0,Equity (law); Social justice; Economic Justice; Sociology; Focus (optics),4.0,0.0,11.0,False,exact|context
broad,10.1002/tea.70028,The Impact of Computational Modeling on Students' Systems Thinking in Science Education: A Meta-Analysis in K-16,2025,Journal of Research in Science Teaching,Article,False,closed,0.0,0.0,0.0,,,,,,,5.0,0.0,,0.0,0.0,5.0,False,context
broad,10.1002/tl.20548,Interactions between self-regulated learning and assessment for learning in an undergraduate introductory computer science course,2023,New Directions for Teaching and Learning,Article,True,bronze,2.0,2.0,2.0,,,,,,,30.0,2.0,Mathematics education; Computer science; Computational thinking; Course (navigation); Active learning (machine learning),2.0,0.0,30.0,True,exact|context|concepts
broad,10.1002/trtr.70028,Stories and Sequences: Supporting Computational Thinking Through Literacy in Early Childhood,2026,Reading Teacher,Article,False,closed,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,0.0,0.0,1.0,False,exact
broad,10.1006/ijhc.1994.1058,Binding objects to scenarios of use,1994,International Journal of Human Computer Studies,Article,False,closed,32.0,53.0,32.0,,,,,,,14.0,4.0,Code refactoring; Computer science; Reuse; Unification; Object-oriented programming,32.0,0.0,14.0,False,context
broad,10.1007/0-387-29485-6,Methods and procedures for the verification and validation of artificial neural networks,2006,,Book,False,closed,57.0,104.0,107.0,,1.0,2.0,1.0,,,143.0,4.0,Artificial neural network; Computer science; Artificial intelligence; Machine learning; Time delay neural network,57.0,1.0,143.0,False,context
broad,10.1007/1-4020-3669-8_1,Modeling for meaningful learning,2006,,Book chapter,False,closed,65.0,91.0,56.0,,3.0,2.0,2.0,,,186.0,10.0,Affordance; Computer science; Interdependence; Mental model; Cognitive science,65.0,3.0,186.0,False,context
broad,10.1007/11736639_57,A case study of game design for E-learning,2006,Lecture Notes in Computer Science,Conference paper,False,closed,8.0,17.0,11.0,,1.0,1.0,1.0,1.0,,30.0,3.0,Computer science; Game based learning; Process (computing); Focus (optics); Artificial intelligence,8.0,1.0,30.0,False,context
broad,10.1007/3-540-34874-3_18,"Interaction, computation, and education",2006,,Book chapter,False,closed,3.0,3.0,3.0,,,,,,,14.0,2.0,Computation; Computer science; Programming language,3.0,0.0,14.0,False,exact|context
broad,10.1007/3-540-44566-8_15,Applying interactive open learner models to learning technical terminology,2001,Lecture Notes in Computer Science,Conference paper,False,closed,41.0,61.0,42.0,,,,,,,30.0,2.0,Computer science; Terminology; Artificial intelligence; Natural language processing; Software engineering,41.0,0.0,30.0,False,context
broad,10.1007/3-540-45545-0_115,Integrating computation into the physics curriculum,2001,Lecture Notes in Computer Science,Conference paper,False,closed,3.0,4.0,2.0,,,,,,,9.0,1.0,Curriculum; Computational thinking; Computer science; Computation; Process (computing),3.0,0.0,9.0,False,concepts
broad,10.1007/978-0-387-49333-6,Computer algebra recipes: An advanced guide to scientific modeling,2007,,Book,False,closed,0.0,0.0,4.0,,1.0,1.0,1.0,,,38.0,0.0,Algebra over a field; Computer science; Programming language; Mathematics; Pure mathematics,0.0,1.0,38.0,False,context
broad,10.1007/978-0-387-92298-0,Bayesian computation with R,2009,,Book,False,closed,256.0,251.0,305.0,,52.7,65.0,56.0,46.0,,1297.0,48.0,Markov chain Monte Carlo; Computer science; Variable-order Bayesian network; Bayesian probability; Bayesian statistics,256.0,52.7,1297.0,False,context
broad,10.1007/978-1-4471-6470-8_18,Integrating argument mapping with systems thinking tools: Advancing applied systems science,2014,Advanced Information and Knowledge Processing,Book chapter,False,closed,25.0,26.0,18.0,,7.1,15.0,8.0,6.0,,24.0,2.0,Argument (complex analysis); Collective intelligence; Critical systems thinking; Computer science; Management science,25.0,7.1,24.0,False,context
broad,10.1007/978-1-4614-3185-5_41,"Technology-enhanced, modeling-based instruction (TMBI) in science education",2014,,Book chapter,False,closed,30.0,35.0,28.0,,,,,,,52.0,1.0,Curriculum; Computer science; Science education; Mathematics education; Learning sciences,30.0,0.0,52.0,False,context|concepts
broad,10.1007/978-1-4842-5305-2,Game Programming with Code Angel: Learn how to code in Python on Raspberry Pi or PC,2019,,Book,True,bronze,0.0,0.0,0.0,,,,,,,0.0,0.0,Python (programming language); Computer science; Programming language; Theoretical computer science; String (physics),0.0,0.0,0.0,True,exact|context
broad,10.1007/978-1-4842-7077-6,"Introduction to computational thinking: Problem solving, algorithms, data structures, and more",2021,,Book,True,bronze,4.0,30.0,3.0,,,,,,,27.0,4.0,Computational thinking; Python (programming language); Computer science; Coding (social sciences); Programming language,4.0,0.0,27.0,True,exact||concepts
broad,10.1007/978-3-030-02242-6_9,Designing Interactive Tools for Learning in the Digital Age,2019,Lecture Notes in Electrical Engineering,Conference paper,False,closed,2.0,2.0,2.0,,,,,,,18.0,0.0,Pace; Narrative; Storytelling; Computer science; Witness,2.0,0.0,18.0,False,exact|context
broad,10.1007/978-3-030-02750-6_13,Computational thinking: Constructing the perceptions of pre-service teachers from various disciplines,2018,Lecture Notes in Computer Science,Conference paper,False,closed,3.0,4.0,6.0,3.0,,,,,,47.0,5.0,Computer science; Perception; Computational thinking; Service (business); Mathematics education,3.0,0.0,47.0,False,exact||concepts
